epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,4778.53,1.22052,8.46441,1.69895,0.79536,0.8542,0.87425,0.59503,1.35686,7.60075,1.90595,0.005842,0.005842,0.005842
44,4890.02,1.21995,8.42947,1.69474,0.78961,0.86449,0.87583,0.59781,1.35256,7.57351,1.90056,0.005743,0.005743,0.005743
45,5001.61,1.21776,8.41595,1.69461,0.78782,0.85564,0.87569,0.59602,1.34895,7.56724,1.89569,0.005644,0.005644,0.005644
46,5112.66,1.21642,8.39013,1.69384,0.79886,0.84929,0.87608,0.59773,1.34466,7.56136,1.89094,0.005545,0.005545,0.005545
47,5221.05,1.21437,8.38593,1.69196,0.79966,0.85365,0.8766,0.59768,1.33986,7.57206,1.88621,0.005446,0.005446,0.005446
48,5330,1.21576,8.36493,1.69163,0.8044,0.85066,0.87715,0.5995,1.33202,7.58806,1.8783,0.005347,0.005347,0.005347
49,5440.52,1.21326,8.38003,1.69368,0.79729,0.84978,0.87738,0.60092,1.32422,7.60132,1.87066,0.005248,0.005248,0.005248
50,5551.13,1.2103,8.33419,1.6894,0.80014,0.84968,0.87843,0.6037,1.32074,7.59526,1.86696,0.005149,0.005149,0.005149
51,5660.73,1.21026,8.31882,1.69048,0.82386,0.81682,0.87789,0.60398,1.31713,7.59015,1.86371,0.00505,0.00505,0.00505
52,5771.48,1.21068,8.32636,1.686,0.83903,0.80939,0.87756,0.60517,1.31102,7.62468,1.85797,0.004951,0.004951,0.004951
53,5881.25,1.20714,8.29526,1.68446,0.83922,0.80662,0.87803,0.6072,1.30452,7.61608,1.85147,0.004852,0.004852,0.004852
54,5991.67,1.20903,8.28013,1.68374,0.82748,0.80776,0.87836,0.60792,1.29895,7.60934,1.84499,0.004753,0.004753,0.004753
55,6100.14,1.20322,8.24948,1.68098,0.82543,0.81503,0.87956,0.6085,1.29362,7.59334,1.83981,0.004654,0.004654,0.004654
56,6209.98,1.20258,8.24302,1.68362,0.82493,0.81902,0.88032,0.61116,1.28952,7.58186,1.83527,0.004555,0.004555,0.004555
57,6319.22,1.20072,8.17745,1.67662,0.83032,0.81829,0.88137,0.6119,1.28697,7.57081,1.83253,0.004456,0.004456,0.004456
58,6430.03,1.20341,8.22412,1.67961,0.83623,0.81908,0.88131,0.61341,1.28041,7.57344,1.82699,0.004357,0.004357,0.004357
59,6540.32,1.20121,8.1846,1.67752,0.83855,0.81987,0.88112,0.61378,1.27905,7.57366,1.82541,0.004258,0.004258,0.004258
60,6651.62,1.2011,8.19048,1.67901,0.83024,0.82547,0.88142,0.61579,1.27617,7.56341,1.8234,0.004159,0.004159,0.004159
61,6763.57,1.19937,8.13844,1.67191,0.83609,0.82335,0.8817,0.61639,1.27508,7.57195,1.8219,0.00406,0.00406,0.00406
62,6875.05,1.19884,8.15509,1.67629,0.83225,0.81856,0.88226,0.61723,1.27428,7.55381,1.82101,0.003961,0.003961,0.003961
63,6985.11,1.19384,8.12784,1.67103,0.83166,0.81815,0.88235,0.61879,1.26983,7.5357,1.81633,0.003862,0.003862,0.003862
64,7095.69,1.19267,8.10183,1.67135,0.81265,0.84692,0.88289,0.62096,1.26694,7.53408,1.81372,0.003763,0.003763,0.003763
