epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,11248.2,1.13758,2.6099,1.42973,0.74208,0.78568,0.83919,0.55895,1.29713,2.93094,1.75694,0.001981,0.001981,0.001981
83,11382,1.13665,2.60656,1.42999,0.73614,0.79109,0.83882,0.55904,1.29763,2.92765,1.75699,0.001882,0.001882,0.001882
84,11519.6,1.13749,2.61273,1.43008,0.73977,0.79244,0.83945,0.55817,1.29637,2.92219,1.75505,0.001783,0.001783,0.001783
85,11655.1,1.13422,2.59985,1.42633,0.73587,0.78919,0.8395,0.55748,1.29755,2.91515,1.75465,0.001684,0.001684,0.001684
86,11791.2,1.13252,2.59571,1.42416,0.72863,0.7949,0.84012,0.56084,1.29483,2.90818,1.75279,0.001585,0.001585,0.001585
87,11926.1,1.13227,2.58223,1.42415,0.72289,0.81051,0.83776,0.55991,1.29455,2.90416,1.75293,0.001486,0.001486,0.001486
88,12063.2,1.13078,2.5791,1.42388,0.72758,0.80896,0.83713,0.55899,1.29486,2.89909,1.75285,0.001387,0.001387,0.001387
89,12199.8,1.12904,2.57676,1.42398,0.73168,0.80904,0.83818,0.56089,1.29263,2.89676,1.75062,0.001288,0.001288,0.001288
90,12336.9,1.1275,2.57276,1.42314,0.73188,0.80588,0.83831,0.56068,1.29212,2.88591,1.75013,0.001189,0.001189,0.001189
91,12470.2,1.00136,1.93319,1.35247,0.74809,0.79675,0.83957,0.56162,1.29109,2.8638,1.74873,0.00109,0.00109,0.00109
92,12601.1,0.98912,1.8935,1.34487,0.75921,0.79513,0.84046,0.56301,1.28896,2.83544,1.74697,0.000991,0.000991,0.000991
93,12735,0.98306,1.84911,1.33771,0.75798,0.80538,0.84502,0.56656,1.28564,2.7986,1.74435,0.000892,0.000892,0.000892
94,12866.3,0.97666,1.83161,1.33682,0.76288,0.81311,0.8498,0.56969,1.28091,2.76844,1.74057,0.000793,0.000793,0.000793
95,12998.9,0.97211,1.8113,1.33405,0.78337,0.78576,0.85018,0.57348,1.27834,2.74039,1.73916,0.000694,0.000694,0.000694
96,13132.4,0.96933,1.7977,1.32706,0.73423,0.82384,0.85228,0.57597,1.27672,2.71265,1.73823,0.000595,0.000595,0.000595
97,13264.2,0.96683,1.79366,1.32666,0.77111,0.80532,0.85762,0.5805,1.27301,2.69134,1.73708,0.000496,0.000496,0.000496
98,13396.4,0.96196,1.7803,1.32588,0.71933,0.84868,0.86063,0.58409,1.269,2.67398,1.73466,0.000397,0.000397,0.000397
99,13529,0.96001,1.77019,1.32081,0.74149,0.83938,0.86336,0.58605,1.26526,2.65279,1.73124,0.000298,0.000298,0.000298
100,13661.5,0.95646,1.7557,1.31773,0.76138,0.83401,0.86667,0.5894,1.25972,2.63425,1.72796,0.000199,0.000199,0.000199
