epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,497.727,1.25813,8.30398,1.78983,0.48809,0.66403,0.60775,0.35423,1.31598,10.0379,2.00747,0.007723,0.007723,0.007723
25,516.738,1.25246,8.27982,1.77072,0.4898,0.71588,0.63528,0.36824,1.30394,9.24083,1.99293,0.007624,0.007624,0.007624
26,536.716,1.26104,8.25789,1.77914,0.51587,0.65548,0.65587,0.37359,1.31515,9.47283,2.04292,0.007525,0.007525,0.007525
27,555.978,1.24903,8.14186,1.76726,0.48233,0.67268,0.62594,0.33777,1.50503,10.1564,2.19874,0.007426,0.007426,0.007426
28,575.805,1.25083,8.16367,1.77207,0.50349,0.6546,0.62412,0.34366,1.32488,9.70254,2.02136,0.007327,0.007327,0.007327
29,595.478,1.23845,8.07121,1.75398,0.6329,0.57124,0.63578,0.3371,1.36799,9.65024,2.08745,0.007228,0.007228,0.007228
30,614.866,1.23691,8.02865,1.75174,0.52518,0.69447,0.65663,0.38423,1.31593,9.72932,1.99825,0.007129,0.007129,0.007129
31,634.63,1.23655,8.0538,1.74822,0.5354,0.69167,0.63746,0.35943,1.32809,9.36137,2.01221,0.00703,0.00703,0.00703
32,653.542,1.23116,7.95986,1.7507,0.5713,0.7163,0.66905,0.36654,1.48629,9.6183,2.15701,0.006931,0.006931,0.006931
33,673.187,1.21696,7.91107,1.72952,0.5491,0.68144,0.65383,0.39203,1.26961,9.16569,1.9445,0.006832,0.006832,0.006832
34,692.228,1.227,7.93199,1.73893,0.55492,0.70716,0.65811,0.39608,1.25927,9.27687,1.96575,0.006733,0.006733,0.006733
35,712.131,1.22071,7.93538,1.73798,0.56621,0.66791,0.67521,0.38954,1.33777,9.06636,2.01772,0.006634,0.006634,0.006634
36,731.442,1.22061,7.85267,1.73225,0.59432,0.65799,0.70476,0.42139,1.27877,9.35672,1.96006,0.006535,0.006535,0.006535
37,751.292,1.21907,7.84551,1.73179,0.59001,0.72063,0.68525,0.40321,1.35317,9.56917,2.01501,0.006436,0.006436,0.006436
38,770.159,1.22042,7.86104,1.727,0.55155,0.70173,0.65472,0.39518,1.28641,8.95101,1.95904,0.006337,0.006337,0.006337
39,790.233,1.2118,7.82929,1.72769,0.65387,0.69142,0.69415,0.39292,1.42429,9.09413,2.11668,0.006238,0.006238,0.006238
40,809.474,1.20803,7.81589,1.71694,0.60109,0.74713,0.6992,0.4108,1.32673,9.18821,2.01598,0.006139,0.006139,0.006139
41,828.882,1.20571,7.76136,1.71622,0.62464,0.73072,0.71022,0.42322,1.29323,8.86256,1.95941,0.00604,0.00604,0.00604
42,849.004,1.20791,7.75651,1.71739,0.61123,0.72635,0.69493,0.42498,1.22847,8.5882,1.92268,0.005941,0.005941,0.005941
43,868.073,1.2026,7.77416,1.71437,0.6403,0.74587,0.7309,0.44539,1.26727,9.16235,1.96066,0.005842,0.005842,0.005842
44,888.098,1.19392,7.66745,1.70428,0.57688,0.71257,0.69716,0.42934,1.24553,8.98197,1.94187,0.005743,0.005743,0.005743
45,907.223,1.20551,7.74149,1.71966,0.62232,0.71607,0.70619,0.42121,1.31282,9.1355,1.98892,0.005644,0.005644,0.005644
46,927.243,1.19611,7.66326,1.70252,0.6169,0.69619,0.70107,0.43767,1.26096,8.42899,1.93641,0.005545,0.005545,0.005545
47,946.581,1.19143,7.65993,1.70154,0.63537,0.67887,0.71658,0.44536,1.23133,8.74567,1.91334,0.005446,0.005446,0.005446
48,966.604,1.19224,7.58025,1.70184,0.7037,0.68265,0.71153,0.42224,1.31053,9.31648,1.97637,0.005347,0.005347,0.005347
49,985.863,1.18748,7.61436,1.7007,0.63144,0.72974,0.71713,0.44568,1.22729,8.56192,1.90871,0.005248,0.005248,0.005248
50,1005.93,1.1847,7.58569,1.69517,0.66095,0.70697,0.7329,0.45166,1.22123,8.45823,1.91213,0.005149,0.005149,0.005149
51,1025.79,1.19017,7.62823,1.69784,0.63378,0.71169,0.71107,0.44335,1.22119,8.5094,1.89955,0.00505,0.00505,0.00505
52,1045.2,1.17464,7.67029,1.68069,0.62808,0.72152,0.71102,0.44754,1.20548,8.20285,1.88857,0.004951,0.004951,0.004951
53,1065.06,1.19296,7.68415,1.70448,0.62507,0.67945,0.70911,0.44046,1.23499,8.36969,1.91041,0.004852,0.004852,0.004852
54,1084.35,1.18108,7.50618,1.68727,0.64622,0.7484,0.72736,0.45691,1.21424,8.3474,1.88616,0.004753,0.004753,0.004753
55,1104.15,1.18316,7.55034,1.68695,0.64385,0.72858,0.73017,0.46042,1.19208,8.21371,1.86482,0.004654,0.004654,0.004654
56,1123.11,1.18463,7.55024,1.694,0.67602,0.74054,0.72826,0.45022,1.2199,8.22264,1.89391,0.004555,0.004555,0.004555
57,1142.89,1.18109,7.63715,1.68416,0.62399,0.7355,0.73619,0.45958,1.21426,7.99001,1.89303,0.004456,0.004456,0.004456
58,1162.09,1.17605,7.51913,1.68266,0.62752,0.73895,0.72021,0.45214,1.22802,8.17321,1.89077,0.004357,0.004357,0.004357
59,1182.01,1.17895,7.46273,1.6881,0.67036,0.75228,0.74991,0.46891,1.22357,8.05428,1.89175,0.004258,0.004258,0.004258
60,1201.16,1.17229,7.4122,1.6771,0.66086,0.73067,0.7336,0.4599,1.22512,8.01957,1.89915,0.004159,0.004159,0.004159
61,1220.98,1.1654,7.4005,1.66773,0.66352,0.73766,0.73638,0.46303,1.23799,8.17485,1.90875,0.00406,0.00406,0.00406
62,1240.53,1.1648,7.41814,1.67453,0.67178,0.75191,0.7474,0.46547,1.19546,7.97618,1.87011,0.003961,0.003961,0.003961
63,1260.15,1.16822,7.41448,1.67535,0.65916,0.71201,0.73956,0.47038,1.22204,7.8271,1.88515,0.003862,0.003862,0.003862
64,1280.11,1.16798,7.43145,1.67776,0.66853,0.72274,0.74146,0.46087,1.21626,8.216,1.87458,0.003763,0.003763,0.003763
65,1299.2,1.1681,7.38237,1.66709,0.62329,0.74673,0.73688,0.46274,1.20712,8.12218,1.87102,0.003664,0.003664,0.003664
66,1319.06,1.16379,7.4196,1.67174,0.6607,0.78016,0.7506,0.47468,1.20048,8.01054,1.85354,0.003565,0.003565,0.003565
67,1338.28,1.16003,7.37933,1.66456,0.6525,0.73555,0.74803,0.47608,1.19031,7.9157,1.85174,0.003466,0.003466,0.003466
68,1358.21,1.16326,7.37969,1.67056,0.67673,0.73852,0.74501,0.47127,1.19986,8.0667,1.85832,0.003367,0.003367,0.003367
69,1377.36,1.15188,7.29561,1.6586,0.67075,0.73867,0.75882,0.47895,1.1958,7.9262,1.86055,0.003268,0.003268,0.003268
70,1397.33,1.15413,7.32583,1.66145,0.66644,0.7491,0.75603,0.47373,1.19046,7.99952,1.85194,0.003169,0.003169,0.003169
71,1416.56,1.14529,7.23008,1.65709,0.68872,0.74157,0.75282,0.47274,1.19863,7.89089,1.87432,0.00307,0.00307,0.00307
72,1436.55,1.15293,7.26967,1.65542,0.69273,0.73919,0.7555,0.4768,1.19584,7.74103,1.86656,0.002971,0.002971,0.002971
73,1456.2,1.14604,7.20605,1.65046,0.69975,0.73423,0.74495,0.47135,1.19983,7.83497,1.86247,0.002872,0.002872,0.002872
74,1475.7,1.14684,7.25836,1.656,0.70228,0.71937,0.74678,0.46887,1.18589,7.81761,1.86168,0.002773,0.002773,0.002773
75,1495.61,1.14892,7.23711,1.65273,0.66128,0.75035,0.75196,0.46799,1.21619,7.71537,1.88473,0.002674,0.002674,0.002674
76,1514.55,1.14763,7.22923,1.64901,0.69754,0.74448,0.76065,0.47017,1.21407,7.84707,1.88265,0.002575,0.002575,0.002575
77,1534.33,1.14652,7.16155,1.64094,0.69398,0.74186,0.75416,0.46393,1.23282,7.86269,1.88577,0.002476,0.002476,0.002476
78,1553.55,1.14691,7.2689,1.6528,0.66993,0.74247,0.75484,0.46934,1.20525,7.79029,1.86941,0.002377,0.002377,0.002377
79,1573.16,1.15098,7.27468,1.65936,0.69936,0.7352,0.75695,0.47123,1.21455,7.85064,1.87498,0.002278,0.002278,0.002278
80,1592.31,1.14315,7.22603,1.65364,0.68715,0.75856,0.75398,0.47092,1.2037,7.80593,1.86979,0.002179,0.002179,0.002179
81,1612.07,1.14506,7.1527,1.64684,0.6838,0.73598,0.75078,0.46741,1.22298,7.73147,1.88059,0.00208,0.00208,0.00208
82,1631.35,1.14597,7.23352,1.64771,0.66391,0.76307,0.74845,0.46773,1.2231,7.71268,1.87953,0.001981,0.001981,0.001981
83,1651.2,1.14609,7.23636,1.64761,0.66665,0.76348,0.75089,0.47401,1.20458,7.6173,1.86877,0.001882,0.001882,0.001882
84,1670.39,1.14087,7.15686,1.64242,0.68379,0.73621,0.75005,0.4715,1.20908,7.65229,1.86384,0.001783,0.001783,0.001783
85,1689.98,1.13738,7.11234,1.63904,0.69007,0.76163,0.74912,0.4679,1.21432,7.67058,1.87164,0.001684,0.001684,0.001684
86,1709.88,1.13842,7.12558,1.64256,0.67135,0.74426,0.75024,0.46746,1.20794,7.7787,1.86437,0.001585,0.001585,0.001585
87,1729.04,1.13854,7.17602,1.64495,0.69653,0.74057,0.75911,0.47326,1.22004,7.80787,1.87721,0.001486,0.001486,0.001486
88,1748.96,1.13818,7.15933,1.64538,0.66684,0.76992,0.75459,0.46995,1.22314,7.87486,1.8832,0.001387,0.001387,0.001387
89,1768,1.13795,7.15372,1.64716,0.68031,0.76048,0.75802,0.47397,1.21564,7.81431,1.87808,0.001288,0.001288,0.001288
90,1787.92,1.12761,7.08802,1.63027,0.68012,0.78191,0.76477,0.48177,1.21169,7.81402,1.87149,0.001189,0.001189,0.001189
91,1807.07,0.9755,5.82777,1.52111,0.69513,0.7662,0.76341,0.47892,1.20861,7.48685,1.87147,0.00109,0.00109,0.00109
92,1826,0.96955,5.68018,1.51858,0.69226,0.78341,0.76809,0.48787,1.19039,7.18631,1.8603,0.000991,0.000991,0.000991
93,1844.05,0.9621,5.59612,1.50869,0.69367,0.79459,0.78614,0.49792,1.17233,7.04859,1.84353,0.000892,0.000892,0.000892
94,1863.48,0.96283,5.58559,1.51028,0.73668,0.76124,0.7939,0.50716,1.16741,7.03539,1.84331,0.000793,0.000793,0.000793
95,1882.02,0.96411,5.95474,1.51672,0.72106,0.76109,0.78881,0.50713,1.16584,6.96119,1.84665,0.000694,0.000694,0.000694
96,1902,0.95007,5.51946,1.50139,0.70866,0.75872,0.78684,0.5056,1.16254,6.89426,1.84581,0.000595,0.000595,0.000595
97,1920.21,0.94764,5.48881,1.50239,0.68596,0.79641,0.78097,0.50167,1.16659,6.84425,1.85088,0.000496,0.000496,0.000496
98,1939.27,0.9477,5.49495,1.49734,0.69282,0.79943,0.78087,0.49791,1.17253,6.8449,1.85818,0.000397,0.000397,0.000397
99,1957.54,0.94288,5.46615,1.49638,0.68472,0.8085,0.7858,0.5018,1.1681,6.80798,1.8562,0.000298,0.000298,0.000298
100,1976.54,0.94785,5.47174,1.49957,0.69794,0.80084,0.78523,0.50149,1.16521,6.77762,1.85542,0.000199,0.000199,0.000199
