epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,978.865,0.97019,0.63877,1.03058,0.89111,0.91884,0.94587,0.75064,0.96126,0.60281,1.07306,0.000456863,0.000456863,0.000456863
43,1001.78,0.97178,0.63629,1.03397,0.90579,0.93686,0.9508,0.76154,0.96301,0.60933,1.06878,0.00044925,0.00044925,0.00044925
44,1024.49,0.96354,0.6363,1.02785,0.90372,0.91853,0.95031,0.75938,0.95335,0.59966,1.07222,0.000441637,0.000441637,0.000441637
45,1047.01,0.96311,0.62755,1.02621,0.90905,0.91967,0.95042,0.76073,0.95792,0.60113,1.07172,0.000434024,0.000434024,0.000434024
46,1069.6,0.95704,0.62418,1.02977,0.9029,0.92758,0.94879,0.76066,0.9619,0.59616,1.07375,0.000426411,0.000426411,0.000426411
47,1092.69,0.9568,0.61981,1.02621,0.88094,0.93047,0.94494,0.76022,0.96084,0.61908,1.06842,0.000418797,0.000418797,0.000418797
48,1115.47,0.94783,0.61875,1.02326,0.8931,0.93085,0.94569,0.76097,0.96225,0.63426,1.0749,0.000411184,0.000411184,0.000411184
49,1138.38,0.94886,0.60981,1.02465,0.88908,0.92215,0.94929,0.75951,0.96823,0.63291,1.07418,0.000403571,0.000403571,0.000403571
50,1161.06,0.95074,0.61379,1.02257,0.88075,0.9501,0.94866,0.76061,0.95917,0.61331,1.07255,0.000395958,0.000395958,0.000395958
51,1183.91,0.94362,0.60384,1.01964,0.88645,0.91616,0.94735,0.75909,0.96528,0.64077,1.07251,0.000388345,0.000388345,0.000388345
52,1206.95,0.93462,0.59924,1.01608,0.90793,0.91233,0.94646,0.76216,0.96689,0.64227,1.07459,0.000380732,0.000380732,0.000380732
53,1229.42,0.93771,0.60076,1.02062,0.89738,0.92459,0.94812,0.76348,0.96776,0.66487,1.07427,0.000373119,0.000373119,0.000373119
54,1252.14,0.93169,0.59238,1.01596,0.89344,0.92465,0.94688,0.76335,0.97867,0.6605,1.07582,0.000365506,0.000365506,0.000365506
55,1274.59,0.92458,0.58798,1.01603,0.8801,0.93356,0.9469,0.75947,0.97338,0.63629,1.078,0.000357893,0.000357893,0.000357893
56,1296.84,0.9238,0.58137,1.0159,0.9119,0.92402,0.95007,0.76314,0.9703,0.63826,1.07918,0.00035028,0.00035028,0.00035028
57,1319.71,0.92033,0.58232,1.01053,0.90461,0.92007,0.94661,0.76199,0.96637,0.64414,1.0774,0.000342666,0.000342666,0.000342666
58,1342.44,0.91631,0.57483,1.01125,0.89043,0.93603,0.94938,0.76669,0.96802,0.64558,1.07536,0.000335053,0.000335053,0.000335053
